;2.9.;3.9.;8.9.;9.9.;10.9.;16.9.;17.9.;22.9.;23.9.;30.9.
All Night Long (Heavy Hits Quantized Edit) (Clean);0;1;0;0;0;0;0;0;0;0
Cheerleader (Felix Jaehn Remix Radio Edit);0;1;0;0;0;0;0;0;0;0
Wasted Love (Clean Extended);0;1;0;0;0;0;0;0;0;0
I Gotta Feeling;0;1;0;0;0;0;0;0;0;0
Born This Way;0;1;0;0;0;0;0;0;0;0
Rain Over Me;0;1;0;0;0;0;0;0;0;0
Blurred Lines;0;1;0;0;0;0;0;0;0;0
Geiles Leben (Madizin Single Mix);0;1;0;0;0;0;0;0;0;0
Absolutely Everybody;0;1;0;0;0;0;0;0;0;0
Losing It;0;1;0;0;0;0;0;0;0;0
GAYLE - ABCDEFU (FÄT TONY & MEDUN REMIX);0;1;0;0;0;0;0;0;0;0
On My Mind (Denis First Remix) [Extended Mix] (promodj.com);0;1;0;0;0;0;0;0;0;0
1, 2, 3;0;1;0;0;0;0;0;0;0;0
Saufi Saufi;0;1;0;0;0;0;0;0;0;0
La Cintura (New Cut);0;1;0;0;0;0;0;0;0;0
Vagabund (DJ BLIZZ MIXSHOW);0;1;0;0;0;0;0;0;0;0
Mary;0;1;0;0;0;0;0;0;0;0
Crazy What Love Can Do;0;1;0;0;0;0;0;0;0;0
Astronomia 2K19 (Extended Mix);0;1;0;0;0;0;0;0;0;0
Pump It Up - Extended Mix;0;1;0;0;0;0;0;0;0;0
Trouble (Club Mix);0;1;0;0;0;0;0;0;0;0
Talamanca;0;1;0;0;0;0;0;0;0;0
Florida Lady [Original]/Original;0;1;0;0;0;0;0;0;0;0
"Let It Go - From ""Frozen""/Soundtrack Version";0;1;0;0;0;0;0;0;0;0
We're All In This Together (Remix);0;1;0;0;0;0;0;0;0;0
One (Original Mix);0;1;0;0;0;0;0;0;0;0
One (Your Name) (Vocal Mix) [feat. Pharrell] [Vocal Mix]/Vocal Mix;0;1;0;0;0;0;0;0;0;0
Policeman (Original Mix);0;1;0;0;0;0;0;0;0;0
Jump Around (Isaac Jordan Scratch In Edit) (Dirty);0;1;0;0;0;0;0;0;0;0
Mein Block [RMX]/RMX;0;1;0;0;0;0;0;0;0;0
Cruisen;0;1;0;0;0;0;0;0;0;0
Papaya;0;1;0;0;0;0;0;0;0;0
Toni Der Rodelkönig;0;1;0;0;0;0;0;0;0;0
Explode (Epic Extended Mix);0;1;0;0;0;0;0;0;0;0
Sandstorm;0;1;0;0;0;0;0;0;0;0
Dimitri_Vegas_Like_Mike_Martin_Garrix_Tremor_;0;1;0;0;0;0;0;0;0;0
We Like To Party (Trap Remix);0;1;0;0;0;0;0;0;0;0
Champagne Showers;0;1;0;0;0;0;0;0;0;0
"Gettin' Over You (Featuring Fergie & LMFAO;Extended)";0;1;0;0;0;0;0;0;0;0
Always - Alle Farben Remix;0;0;1;0;0;0;0;0;0;0
Kackvogel - Original Mix;0;0;1;0;0;0;0;0;0;0
Take It Easy - Original Mix;0;0;1;0;0;0;0;0;0;0
Riders on the Storm - Original Mix;0;0;1;0;0;0;0;0;0;0
Coco Jamboo - Calippo Remix Edit;0;0;1;0;0;0;0;0;0;0
Infinity (PRETTY YOUNG Remix);0;0;1;0;0;0;0;0;0;0
Discovery Channel - Extended Mix;0;0;1;0;0;0;0;0;0;0
Der Kommissar - Mousse T. Remix;0;0;1;0;0;0;0;0;0;0
Fireworks (feat. Moss Kena & The Knocks);0;0;1;0;0;0;0;0;0;0
Friday (Dopamine Re-Edit - PeteDown Transition 100-123) (Clean);0;0;1;0;0;0;0;0;0;0
One Dance;0;0;1;0;0;0;0;0;0;0
Suavemente;0;0;1;0;0;0;0;0;0;0
Zusammen feat. Clueso (feat. Clueso) - Extended;0;0;1;0;0;0;0;0;0;0
Apache 207 - Roller (Eskei83 Show Me Love Bootleg);0;0;1;0;0;0;0;0;0;0
Breaking Free - High School Extended Mix;0;0;1;0;0;0;0;0;0;0
For You;0;0;1;0;0;0;0;0;0;0
Feierabend;0;0;1;0;0;0;0;0;0;0
Titanium (feat. Sia);0;0;1;0;0;0;0;0;0;0
Wanna Be (Extended);0;0;1;0;0;0;0;0;0;0
Uptown Funk (Intro);0;0;0;1;0;0;0;0;0;0
Blinding Lights (DJ ROCCO & DJ EVER B 117-85 Transition) (Clean Short Edit);0;0;0;1;0;0;0;0;0;0
El Temperamento - Spanish Single Version;0;0;0;1;0;0;0;0;0;0
Norderney (Stereoact Remix);0;0;0;1;0;0;0;0;0;0
Blue (Da Ba Dee) [Video Edit];0;0;0;1;0;0;0;0;0;0
This Girl (Kungs vs Cookin' On 3 Burners) [Extended];0;0;0;1;0;0;0;0;0;0
Hey Brother;0;0;0;1;0;0;0;0;0;0
Herzbeben (Extended Mix);0;0;0;1;0;0;0;0;0;0
Holland;0;0;0;1;0;0;0;0;0;0
"Memories (Featuring Kid Cudi;Extended)";0;0;0;1;0;0;0;0;0;0
Loin (Pilule Violette);0;0;0;1;0;0;0;0;0;0
Get Busy (HH Clean Intro);0;0;0;1;0;0;0;0;0;0
Yeah!;0;0;0;1;0;0;0;0;0;0
Libertine [Radio Edit]/Radio Edit;0;0;0;1;0;0;0;0;0;0
Like Glue (HH Clean Intro);0;0;0;1;0;0;0;0;0;0
Desenchantée [Radio Edit]/Radio Edit;0;0;0;1;0;0;0;0;0;0
Party Mix III;0;0;0;1;0;0;0;0;0;0
Move Your Ass! - Noisecontrollers Remix;0;0;0;1;0;0;0;0;0;0
500 PS (DJ BLIZZ MIXSHOW);0;0;0;1;0;0;0;0;0;0
Casanova (DJ Blizz Mixshow);0;0;0;1;0;0;0;0;0;0
10von10 (DJ CASHESCLAY & DJ MASTABLAZE);0;0;0;1;0;0;0;0;0;0
Bläulich;0;0;0;1;0;0;0;0;0;0
Survivor;0;0;0;1;0;0;0;0;0;0
Praise You [Full Version]/Full Version;0;0;0;1;0;0;0;0;0;0
EASY X FELIX JAEHN REMIX;0;0;0;1;0;0;0;0;0;0
Vergeben Vergessen Und Wieder Vertrau'n;0;0;0;1;0;0;0;0;0;0
Madonna (HH Dirty Intro);0;0;0;1;0;0;0;0;0;0
Wohin Willst Du;0;0;0;1;0;0;0;0;0;0
You Will Never Walk Alone (-5.7 DJ Tobi Schagen Wedding Cut);0;0;0;1;0;0;0;0;0;0
"Love Me Like You Do (From ""Fifty Shades Of Grey"")";0;0;0;0;1;0;0;0;0;0
Desce Pro Play (PA PA PA);0;0;0;0;1;0;0;0;0;0
Tomorrow Can Wait [(Club Version)]/(Club Version);0;0;0;0;1;0;0;0;0;0
Ententanz (Dance Little Bird);0;0;0;0;1;0;0;0;0;0
The Riddle;0;0;0;0;1;0;0;0;0;0
Sounds Like a Melody - Extended Mix;0;0;0;0;1;0;0;0;0;0
Je ne parle pas français - Beatgees Remix;0;0;0;0;1;0;0;0;0;0
Lost on You-LP by Cubaneros Salsa Dance by MySalsaHome;0;0;0;0;1;0;0;0;0;0
Dynoro &  Gigi D'Agostino vs. Dzeko & Torres - In My Mind vs. L_amour Toujours (Crunkz Mashup);0;0;0;0;1;0;0;0;0;0
Bla Bla Bla;0;0;0;0;1;0;0;0;0;0
Bad Roller Memories (Mashup-Germany Edit);0;0;0;0;1;0;0;0;0;0
Hollaback Too Much (David Puentez Mashup) (Dirty Extended);0;0;0;0;1;0;0;0;0;0
Police Man (Kaos VIP Hype Edit) (Clean);0;0;0;0;1;0;0;0;0;0
Get Busy;0;0;0;0;1;0;0;0;0;0
Tamam Tamam (DJ BLIZZ MIXSHOW);0;0;0;0;1;0;0;0;0;0
500 PS;0;0;0;0;1;0;0;0;0;0
Sport (Intro);0;0;0;0;1;0;0;0;0;0
Türlich, Türlich (sicher, Dicker);0;0;0;0;1;0;0;0;0;0
We Like To Party!;0;0;0;0;1;0;0;0;0;0
I Want It That Way;0;0;0;0;1;0;0;0;0;0
Layla (Felix Harrer Bootleg) 2;0;0;0;0;1;0;0;0;0;0
8 (Giorno Bootleg Mix);0;0;0;0;1;0;0;0;0;0
King Of My Castle (Don Diablo Edit) (Extended Mix);0;0;0;0;1;0;0;0;0;0
Palmen aus Plastik;0;0;0;0;1;0;0;0;0;0
Blackout (DJ Blizz Mixshow);0;0;0;0;1;0;0;0;0;0
Hotel;0;0;0;0;1;0;0;0;0;0
Candy Shop (JEKEY Light It Up Bootleg) (Dirty);0;0;0;0;1;0;0;0;0;0
Pjanoo;0;0;0;0;1;0;0;0;0;0
Call On Me;0;0;0;0;1;0;0;0;0;0
Cinderella;0;0;0;0;1;0;0;0;0;0
Dirrty;0;0;0;0;1;0;0;0;0;0
Tamam Tamam;0;0;0;0;1;0;0;0;0;0
Gummibärenbande;0;0;0;0;1;0;0;0;0;0
Pokemon Theme Bootleg Remix;0;0;0;0;1;0;0;0;0;0
Yallah Goodbye (DJ Mighty Hype Intro) (Dirty);0;0;0;0;1;0;0;0;0;0
Ya Salam;0;0;0;0;1;0;0;0;0;0
Loredana & Mozzik - Romeo & Juliet (DJ Serg Re-Drum);0;0;0;0;1;0;0;0;0;0
In Da Club (HH Dirty Intro);0;0;0;0;0;1;0;0;0;0
Frag Mich Nicht (DJcity Intro);0;0;0;0;0;1;0;0;0;0
10von10;0;0;0;0;0;1;0;0;0;0
Be A Hoe/Break A Hoe (DJcity Intro);0;0;0;0;0;1;0;0;0;0
2CB (DJcity Intro);0;0;0;0;0;1;0;0;0;0
Adore (David K Remix);0;0;0;0;0;1;0;0;0;0
Sun Will Shine;0;0;0;0;0;1;0;0;0;0
A Sky Full Of Stars;0;0;0;0;0;1;0;0;0;0
Adventure Of A Lifetime;0;0;0;0;0;1;0;0;0;0
Ein Teil von meinem Herzen - Wedding Edition;0;0;0;0;0;1;0;0;0;0
Andreas Bourani -  Auf uns (New Cut);0;0;0;0;0;1;0;0;0;0
Let's Twist Again (Re-Recorded);0;0;0;0;0;1;0;0;0;0
Smells Like Teen Spirit;0;0;0;0;0;1;0;0;0;0
In Da Club (BPM Supreme Slam Edit) (Dirty Extended);0;0;0;0;0;1;0;0;0;0
Cordula Grün;0;0;0;0;0;1;0;0;0;0
Gangnam Style;0;0;0;0;0;1;0;0;0;0
Hound Dog;0;0;0;0;0;1;0;0;0;0
Greased Lightning;0;0;0;0;0;1;0;0;0;0
Like the Way I Do;0;0;0;0;0;1;0;0;0;0
Turn Me On (Intro Dirty);0;0;0;0;0;1;0;0;0;0
Mas Que Nada;0;0;0;0;0;1;0;0;0;0
Get Down (Kerry Glass 'Stronger' Bootleg) (Clean);0;0;0;0;0;1;0;0;0;0
Ich Darf Das (DJCity Intro);0;0;0;0;0;1;0;0;0;0
Supergirl (Alle Farben Remix);0;0;0;0;0;0;1;0;0;0
Prayer In C (Robin Schulz Remix);0;0;0;0;0;0;1;0;0;0
Die Reise - Akustik Version;0;0;0;0;0;0;1;0;0;0
Halt dich an mir fest [Duett Version]/Duett Version;0;0;0;0;0;0;1;0;0;0
Liquid Spirit - Claptone Remix;0;0;0;0;0;0;1;0;0;0
Years (Vocal Extended Mix);0;0;0;0;0;0;1;0;0;0
Perfect Duet (Ed Sheeran & Beyoncé);0;0;0;0;0;0;1;0;0;0
We No Speak Americano [Original]/Original;0;0;0;0;0;0;1;0;0;0
Baby one more time;0;0;0;0;0;0;1;0;0;0
Apache 207 - Roller (DJ Dado 104-128 Transition);0;0;0;0;0;0;1;0;0;0
Wannabe (El Bee x Chunky Dip x Jesse James Bootleg);0;0;0;0;0;0;1;0;0;0
Superjeilezick;0;0;0;0;0;0;1;0;0;0
Was für eine geile Zeit;0;0;0;0;0;0;1;0;0;0
Tsunami;0;0;0;0;0;0;1;0;0;0
Candy Shop;0;0;0;0;0;0;1;0;0;0
Talk Dirty (Super Clean Edit);0;0;0;0;0;0;1;0;0;0
Gasolina (Kaos VIP Bumaye Bootleg) (Clean);0;0;0;0;0;0;1;0;0;0
Major Tom (Voellig Losgeloest);0;0;0;0;0;0;1;0;0;0
Get Lucky;0;0;0;0;0;0;1;0;0;0
Bad Habits (Intro Clean);0;0;0;0;0;0;1;0;0;0
Er gehört zu mir;0;0;0;0;0;0;1;0;0;0
Ti Amo;0;0;0;0;0;0;1;0;0;0
P.I.M.P. (DEAN-E-G Remix) (HH Dirty Short);0;0;0;0;0;0;1;0;0;0
Anton Megamix;0;0;0;0;0;0;1;0;0;0
Blue (Da Be Dee);0;0;0;0;0;0;1;0;0;0
Daddy Cool (Intro Clean);0;0;0;0;0;0;1;0;0;0
Rasputin (HH Clean Short);0;0;0;0;0;0;1;0;0;0
Barbra Streisand [Original Mix]/Original Mix;0;0;0;0;0;0;1;0;0;0
Quit Playing Games (With My Heart);0;0;0;0;0;0;1;0;0;0
Johnny Dapp;0;0;0;0;0;0;1;0;0;0
Mallorca (Da bin ich daheim);0;0;0;0;0;0;1;0;0;0
It's Raining Men;0;0;0;0;0;0;1;0;0;0
Guten Morgen Barbarossaplatz;0;0;0;0;0;0;1;0;0;0
Verdammt Ich Lieb Dich;0;0;0;0;0;0;1;0;0;0
Nur mit Dir;0;0;0;0;0;0;1;0;0;0
Vamos a Marte (feat. Luis Fonsi);0;0;0;0;0;0;1;0;0;0
Heads Will Roll (A-Trak Remix);0;0;0;0;0;0;1;0;0;0
Die Eine 2005;0;0;0;0;0;0;1;0;0;0
Schüsse in die Luft;0;0;0;0;0;0;1;0;0;0
"Der Ewige Kreis (aus ""Der König der Löwen""/Deutscher Original Film-Soundtrack)";0;0;0;0;0;0;1;0;0;0
Cotton Eye Joe;0;0;0;0;0;0;1;0;0;0
The Spirit Of The Hawk (F.A.F. Radio Mix);0;0;0;0;0;0;1;0;0;0
Porcelain;0;0;0;0;0;0;1;0;0;0
Weekend! (Live in Hamburg) [Live in Hamburg]/Live in Hamburg;0;0;0;0;0;0;1;0;0;0
Show You Love (Clean) (Extended);0;0;0;0;0;0;0;1;0;0
Bob Marley - Could You Be Loved (TJR vs Olav Basoski);0;0;0;0;0;0;0;1;0;0
Rain In Ibiza;0;0;0;0;0;0;0;1;0;0
Clap Your Hands;0;0;0;0;0;0;0;1;0;0
Despacito;0;0;0;0;0;0;0;1;0;0
Let Me Think About It [Club Mix]/Club Mix;0;0;0;0;0;0;0;1;0;0
Taki Taki (BPM Supreme Edit) (Dirty);0;0;0;0;0;0;0;1;0;0
As It Was;0;0;0;0;0;0;0;1;0;0
Dancehall Caballeros;0;0;0;0;0;0;0;1;0;0
Do It To It - Zedd Squid Game Edit;0;0;0;0;0;0;0;1;0;0
Upside Down - Dirty Version;0;0;0;0;0;0;0;1;0;0
Like Glue [Album Version]/Album Version;0;0;0;0;0;0;0;1;0;0
In Lifetimes - Extended Mix;0;0;0;0;0;0;0;1;0;0
House Party (Club Mix);0;0;0;0;0;0;0;1;0;0
Geh nicht weg (Blondee Remix);0;0;0;0;0;0;0;1;0;0
Narcotic (You're Not Us Remix);0;0;0;0;0;0;0;1;0;0
We Are The Champions;0;0;0;0;0;0;0;1;0;0
Midnight City (Clean);0;0;0;0;0;0;0;1;0;0
One Kiss (with Dua Lipa);0;0;0;0;0;0;0;1;0;0
One More Time (Capital People Remix) (Clean Extended);0;0;0;0;0;0;0;1;0;0
Hallihallo (Harris & Ford Extended Mix);0;0;0;0;0;0;0;1;0;0
I'm Good (Blue) (Intro - Dirty);0;0;0;0;0;0;0;1;0;0
enjoy the classics;0;0;0;0;0;0;0;1;0;0
Weekend (Natan Remix);0;0;0;0;0;0;0;1;0;0
Traum;0;0;0;0;0;0;0;0;1;0
Ridin' Solo;0;0;0;0;0;0;0;0;1;0
King;0;0;0;0;0;0;0;0;1;0
Krejt Dashni;0;0;0;0;0;0;0;0;1;0
Hung Up [SDP Extended Vocal]/SDP Extended Vocal;0;0;0;0;0;0;0;0;1;0
I Wanna Grow Old With You - Westlife;0;0;0;0;0;0;0;0;1;0
Celebration;0;0;0;0;0;0;0;0;1;0
Happy Birthday;0;0;0;0;0;0;0;0;1;0
Friday (Dopamine Re-Edit - PeteDown Slam Edit) (Clean);0;0;0;0;0;0;0;0;1;0
Wombass (Extended Mix);0;0;0;0;0;0;0;0;1;0
Be Faithful (128 to 101 BPM DJ Tobi Schagen Transition);0;0;0;0;0;0;0;0;1;0
Mambo No. 5 (A Little Bit Of...);0;0;0;0;0;0;0;0;1;0
Mama Laudaaa;0;0;0;0;0;0;0;0;1;0
Pjanoo [Original Club Mix]/Original Club Mix;0;0;0;0;0;0;0;0;1;0
September (Eric Kupper Remix) (Clean Extended);0;0;0;0;0;0;0;0;0;1
Easy Love (Extended Mix);0;0;0;0;0;0;0;0;0;1
On The Floor (Ven a Bailar) - Bonus Track;0;0;0;0;0;0;0;0;0;1
She Wolf (Falling to Pieces) [feat. Sia] [Ambient Version];0;0;0;0;0;0;0;0;0;1
Without You;0;0;0;0;0;0;0;0;0;1
Bella Vita (DJ Antoine vs. Mad Mark 2k13 Extended Mix);0;0;0;0;0;0;0;0;0;1
2012 (If The World Would End);0;0;0;0;0;0;0;0;0;1
REC-2021-12-17;0;0;0;0;0;0;0;0;0;1
If You Really Love Me (How Will I Know) - Extended;0;0;0;0;0;0;0;0;0;1
Saturday Night;0;0;0;0;0;0;0;0;0;1
My Heart Goes Boom - Extended Mix;0;0;0;0;0;0;0;0;0;1
ODE TO T.N.T (BEKAY BOOTLEG);0;0;0;0;0;0;0;0;0;1
TNT;0;0;0;0;0;0;0;0;0;1
Everything Counts (Single Version) (2006 Digital Remaster);0;0;0;0;0;0;0;0;0;1
Augenbling (128 DJ Tobi Schagen Transition);0;0;0;0;0;0;0;0;0;1
Mundian To Back Ke;0;0;0;0;0;0;0;0;0;1
Don't Go;0;0;0;0;0;0;0;0;0;1
Can't Get Blue Monday Out Of My Head;0;0;0;0;0;0;0;0;0;1
"Enjoy The Silence [7"" Version]";0;0;0;0;0;0;0;0;0;1
Volare (Nel blu di pinto Di blu);0;0;0;0;0;0;0;0;0;1
Ruhrgebiet;0;0;0;0;0;0;0;0;0;1
Hit The Road Jack (JEKEY Quantized & Remastered Edit) (Clean Short);0;0;0;0;0;0;0;0;0;1
Move Your Body - MFresh Ferrari Toneplay Edit;0;0;0;0;0;0;0;0;0;1
I Was Made For Lovin' You;0;0;0;0;0;0;0;0;0;1
Westerland;0;0;0;0;0;0;0;0;0;1
Self Control;0;0;0;0;0;0;0;0;0;1
SHM - 5 Track Minimix (5 Minute Version) 16 Bit MASTER;0;0;0;0;0;0;0;0;0;1
Moth To A Flame (DJcity Intro);0;0;0;0;0;0;0;0;0;1
Just Can't Get Enough (Remastered Version);0;0;0;0;0;0;0;0;0;1
Wildberry Lillet - FEIER & EIS Remix;0;0;0;0;0;0;0;0;0;1
Clocks (Oli Hanson Remix) (Extended);0;0;0;0;0;0;0;0;0;1
Another Love - Zwette Edit;0;0;0;0;0;0;0;0;0;1
Sky and Sand Sonnentanz Porcelain 120BPM to 95BPM;0;0;0;0;0;0;0;0;0;1
Wonderful Dream (Holidays Are Coming) [Radio Version]/Radio Version;0;0;0;0;0;0;0;0;0;1
Wer wird Millionär Soundtracks [5] - 1.000-16.000 €;0;0;0;0;0;0;0;0;0;0
Iron Man 3 Theme;0;0;0;0;0;0;0;0;0;0
Ansage zum Ende der Pause bei einer Veranstaltung;0;0;0;0;0;0;0;0;0;0
Soundtrack 2;0;0;0;0;0;0;0;0;0;0
